,Name,Country,Position,ShirtNumber,Attack,Passing,P,Goals,Assists,Confederation,WC_P,WC_Goals,WC_Assists,GPG,APG,WC_GPG,WC_APG
1904,Seamus Coleman,Republic of Ireland,DEF,#2,1,2,2930,65,101,UEFA,73,2,4,0.02218430034129693,0.03447098976109215,0.0273972602739726,0.0547945205479452
1905,Shane Duffy,Republic of Ireland,DEF,#3,1,2,2930,73,103,UEFA,73,0,1,0.024914675767918087,0.03515358361774744,0.0,0.0136986301369863
1906,Matt Doherty,Republic of Ireland,DEF,#4,2,5,2930,138,251,UEFA,73,1,3,0.04709897610921502,0.08566552901023891,0.0136986301369863,0.0410958904109589
1907,Ciaran Clark,Republic of Ireland,DEF,#5,2,5,2930,139,228,UEFA,73,0,0,0.04744027303754266,0.07781569965870307,0.0,0.0
1908,Jeff Hendrick,Republic of Ireland,MID,#6,4,4,2930,292,164,UEFA,73,5,7,0.09965870307167235,0.05597269624573379,0.0684931506849315,0.0958904109589041
1909,James McCartghy,Republic of Ireland,MID,#7,4,4,2930,316,173,UEFA,73,4,2,0.10784982935153584,0.059044368600682594,0.0547945205479452,0.0273972602739726
1910,Robbie Brady,Republic of Ireland,MID,#8,6,10,2930,428,461,UEFA,73,4,6,0.14607508532423208,0.15733788395904436,0.0547945205479452,0.0821917808219178
1911,James McClean,Republic of Ireland,MID,#9,6,10,2930,422,478,UEFA,73,4,4,0.1440273037542662,0.16313993174061434,0.0547945205479452,0.0547945205479452
1912,Shane Long,Republic of Ireland,ATK,#10,10,8,2930,696,343,UEFA,73,8,3,0.23754266211604094,0.11706484641638225,0.1095890410958904,0.0410958904109589
1913,Callum Robinson,Republic of Ireland,ATK,#11,10,8,2930,751,353,UEFA,73,11,3,0.25631399317406145,0.12047781569965871,0.1506849315068493,0.0410958904109589
1914,Dusan Kuciak,Slovakia,GK,#1,0,0,2937,0,0,UEFA,120,0,0,0.0,0.0,0.0,0.0
1915,Martin Skrtel,Slovakia,DEF,#2,1,2,2937,85,106,UEFA,120,4,1,0.028941096356826693,0.03609124957439564,0.03333333333333333,0.008333333333333333
1916,Milan Skriniar,Slovakia,DEF,#3,1,2,2937,90,124,UEFA,120,0,1,0.030643513789581207,0.042219952332311884,0.0,0.008333333333333333
1917,Peter Pekarik,Slovakia,DEF,#4,2,5,2937,153,255,UEFA,120,5,8,0.05209397344228805,0.08682328907048008,0.041666666666666664,0.06666666666666667
1918,Denis Vavro,Slovakia,DEF,#5,2,5,2937,152,264,UEFA,120,2,9,0.05175348995573715,0.0898876404494382,0.016666666666666666,0.075
1919,Vladimir Weiss,Slovakia,MID,#6,4,4,2937,318,196,UEFA,120,9,6,0.10827374872318693,0.06673476336397685,0.075,0.05
1920,Juraj Kucka,Slovakia,MID,#7,4,4,2937,339,215,UEFA,120,2,5,0.11542390194075587,0.073203949608444,0.016666666666666666,0.041666666666666664
1921,Marek Hamsik,Slovakia,MID,#8,6,10,2937,461,496,UEFA,120,7,17,0.15696288729996596,0.16887980932924754,0.058333333333333334,0.14166666666666666
1922,Robert Mak,Slovakia,MID,#9,6,10,2937,476,507,UEFA,120,13,10,0.1620701395982295,0.17262512768130744,0.10833333333333334,0.08333333333333333
1923,Robert Bozenik,Slovakia,ATK,#10,10,8,2937,818,411,UEFA,120,26,8,0.27851549199863807,0.13993871297242083,0.21666666666666667,0.06666666666666667
1924,Michal Duris,Slovakia,ATK,#11,10,8,2937,833,402,UEFA,120,17,10,0.2836227442969016,0.13687436159346272,0.14166666666666666,0.08333333333333333
1925,Michael McGovern,Northern Ireland,GK,#1,0,0,2727,0,0,UEFA,59,0,0,0.0,0.0,0.0,0.0
1926,Stuart Dallas,Northern Ireland,DEF,#2,4,2,2727,258,89,UEFA,59,1,0,0.09460946094609461,0.03263659699303264,0.01694915254237288,0.0
1927,Craig Cathcart,Northern Ireland,DEF,#3,1,2,2727,67,93,UEFA,59,3,1,0.02456912357902457,0.034103410341034104,0.05084745762711865,0.01694915254237288
1928,Jonny Evans,Northern Ireland,DEF,#4,2,5,2727,139,229,UEFA,59,5,5,0.05097176384305097,0.08397506417308398,0.0847457627118644,0.0847457627118644
1929,Shane Ferguson,Northern Ireland,DEF,#5,2,5,2727,150,239,UEFA,59,2,1,0.05500550055005501,0.08764209754308765,0.03389830508474576,0.01694915254237288
1930,Steven Davis,Northern Ireland,MID,#6,4,4,2727,266,191,UEFA,59,4,0,0.09754308764209754,0.07004033736707004,0.06779661016949153,0.0
1931,Niall McGinn,Northern Ireland,MID,#7,4,4,2727,214,191,UEFA,59,3,4,0.07847451411807847,0.07004033736707004,0.05084745762711865,0.06779661016949153
1932,Corry Evans,Northern Ireland,MID,#8,6,10,2727,407,449,UEFA,59,9,2,0.14924825815914924,0.16464979831316465,0.15254237288135594,0.03389830508474576
1933,Maddy McNair,Northern Ireland,MID,#9,6,10,2727,400,448,UEFA,59,5,11,0.14668133480014667,0.16428309497616428,0.0847457627118644,0.1864406779661017
1934,Liam Boyce,Northern Ireland,ATK,#10,10,8,2727,673,339,UEFA,59,9,8,0.2467913458012468,0.12431243124312431,0.15254237288135594,0.13559322033898305
1935,Kyle Lafferty,Northern Ireland,ATK,#11,10,8,2727,684,323,UEFA,59,7,7,0.2508250825082508,0.11844517785111844,0.11864406779661017,0.11864406779661017
1936,Heinz Lindner,Austria,GK,#1,0,0,3840,0,0,UEFA,504,0,0,0.0,0.0,0.0,0.0
1937,Aleksander Dragovic,Austria,DEF,#2,1,2,3840,134,169,UEFA,504,14,19,0.034895833333333334,0.04401041666666667,0.027777777777777776,0.037698412698412696
1938,Martin Hinteregger,Austria,DEF,#3,1,2,3840,128,177,UEFA,504,8,16,0.03333333333333333,0.04609375,0.015873015873015872,0.031746031746031744
1939,David Alaba,Austria,DEF,#4,5,5,3840,609,413,UEFA,504,45,46,0.15859375,0.10755208333333334,0.08928571428571429,0.09126984126984126
1940,Stefan Laimer,Austria,DEF,#5,2,5,3840,255,452,UEFA,504,24,35,0.06640625,0.11770833333333333,0.047619047619047616,0.06944444444444445
1941,Julian Baumgartlinger,Austria,MID,#6,4,4,3840,521,321,UEFA,504,45,26,0.13567708333333334,0.08359375,0.08928571428571429,0.051587301587301584
1942,Stefan Ilsanker,Austria,MID,#7,4,4,3840,517,335,UEFA,504,48,26,0.13463541666666667,0.08723958333333333,0.09523809523809523,0.051587301587301584
1943,Konrad Laimer,Austria,MID,#8,6,10,3840,743,823,UEFA,504,57,78,0.19348958333333333,0.21432291666666667,0.1130952380952381,0.15476190476190477
1944,Valentinto Lazaro,Austria,MID,#9,6,10,3840,787,812,UEFA,504,80,62,0.20494791666666667,0.21145833333333333,0.15873015873015872,0.12301587301587301
1945,Marko Arnautovic,Austria,ATK,#10,10,8,3840,1283,625,UEFA,504,101,50,0.3341145833333333,0.16276041666666666,0.2003968253968254,0.0992063492063492
1946,Marcel Sabitzer,Austria,ATK,#11,8,8,3840,996,631,UEFA,504,82,54,0.259375,0.16432291666666668,0.1626984126984127,0.10714285714285714
1947,Asmir Begovic,Bosnia and Herzegovina,GK,#1,0,0,2761,0,0,UEFA,51,0,0,0.0,0.0,0.0,0.0
1948,Sead Kolasinac,Bosnia and Herzegovina,DEF,#2,1,2,2761,51,109,UEFA,51,1,1,0.018471568272365086,0.039478449837015574,0.0196078431372549,0.0196078431372549
1949,Ermin Bicakcic,Bosnia and Herzegovina,DEF,#3,1,2,2761,60,93,UEFA,51,3,1,0.02173125679101775,0.033683448026077506,0.058823529411764705,0.0196078431372549
1950,Eldar Sivic,Bosnia and Herzegovina,DEF,#4,2,5,2761,140,267,UEFA,51,1,2,0.05070626584570807,0.09670409272002897,0.0196078431372549,0.0392156862745098
1951,Toni Sunjic,Bosnia and Herzegovina,DEF,#5,2,5,2761,127,213,UEFA,51,1,1,0.0459978268743209,0.077145961608113,0.0196078431372549,0.0196078431372549
1952,Muhamed Besic,Bosnia and Herzegovina,MID,#6,4,4,2761,241,207,UEFA,51,1,2,0.08728721477725462,0.07497283592901123,0.0196078431372549,0.0392156862745098
1953,Haris Duljevic,Bosnia and Herzegovina,MID,#7,4,4,2761,218,203,UEFA,51,3,2,0.07895689967403115,0.07352408547627672,0.058823529411764705,0.0392156862745098
1954,Izet Hajrovic,Bosnia and Herzegovina,MID,#8,6,10,2761,333,507,UEFA,51,1,9,0.1206084751901485,0.18362911988409997,0.0196078431372549,0.17647058823529413
1955,Armin Hodzic,Bosnia and Herzegovina,ATK,#9,8,10,2761,550,458,UEFA,51,3,2,0.199203187250996,0.16588192683810213,0.058823529411764705,0.0392156862745098
1956,Milan Duric,Bosnia and Herzegovina,ATK,#10,8,8,2761,499,376,UEFA,51,5,1,0.18073161897863094,0.13618254255704454,0.09803921568627451,0.0196078431372549
1957,Edin Dzeko,Bosnia and Herzegovina,ATK,#11,20,8,2761,1265,320,UEFA,51,17,7,0.4581673306772908,0.11590003621876131,0.3333333333333333,0.13725490196078433
1958,Mert Gunok,Turkey,GK,#1,0,0,3412,0,0,UEFA,299,0,0,0.0,0.0,0.0,0.0
1959,Caner Erkin,Turkey,DEF,#2,1,2,3412,115,158,UEFA,299,5,7,0.033704572098475966,0.04630715123094959,0.016722408026755852,0.023411371237458192
1960,Merih Demiral,Turkey,DEF,#3,1,2,3412,95,156,UEFA,299,10,7,0.027842907385697536,0.04572098475967175,0.033444816053511704,0.023411371237458192
1961,Kaan Ayhan,Turkey,DEF,#4,2,5,3412,178,383,UEFA,299,7,25,0.05216881594372802,0.11225087924970692,0.023411371237458192,0.08361204013377926
1962,Omer Bayram,Turkey,DEF,#5,2,5,3412,231,350,UEFA,299,10,20,0.06770222743259086,0.1025791324736225,0.033444816053511704,0.06688963210702341
1963,Okay Yokuslu,Turkey,MID,#6,4,4,3412,409,272,UEFA,299,22,13,0.11987104337631888,0.07971864009378664,0.07357859531772576,0.043478260869565216
1964,Yusuf Yazici,Turkey,MID,#7,4,4,3412,443,303,UEFA,299,22,22,0.1298358733880422,0.0888042203985932,0.07357859531772576,0.07357859531772576
1965,Hakan Calhanoglu,Turkey,MID,#8,8,10,3412,824,713,UEFA,299,53,43,0.24150058616647127,0.208968347010551,0.17725752508361203,0.14381270903010032
1966,Cengiz Under,Turkey,MID,#9,8,10,3412,865,714,UEFA,299,55,43,0.25351699882766704,0.20926143024618993,0.18394648829431437,0.14381270903010032
1967,Burka Yilmaz,Turkey,ATK,#10,10,8,3412,995,520,UEFA,299,50,26,0.29161781946072685,0.15240328253223914,0.16722408026755853,0.08695652173913043
1968,Cenk Tosun,Turkey,ATK,#11,10,8,3412,996,550,UEFA,299,51,30,0.29191090269636577,0.1611957796014068,0.1705685618729097,0.10033444816053512
1969,Hannes Por Halldorsson,Iceland,GK,#1,0,0,2552,0,0,UEFA,12,0,0,0.0,0.0,0.0,0.0
1970,Ari Freyr Skulason,Iceland,DEF,#2,1,2,2552,50,95,UEFA,12,1,0,0.019592476489028215,0.037225705329153605,0.08333333333333333,0.0
1971,Ragnar Sigurdsson,Iceland,DEF,#3,1,2,2552,55,69,UEFA,12,0,0,0.021551724137931036,0.027037617554858933,0.0,0.0
1972,Birkirt Mar Saevarsson,Iceland,DEF,#4,2,5,2552,106,222,UEFA,12,0,1,0.041536050156739814,0.08699059561128526,0.0,0.08333333333333333
1973,Kari Arnason,Iceland,DEF,#5,2,5,2552,110,176,UEFA,12,0,1,0.04310344827586207,0.06896551724137931,0.0,0.08333333333333333
1974,Runar Mar Sigurjonsson,Iceland,MID,#6,4,4,2552,185,152,UEFA,12,0,0,0.07249216300940439,0.05956112852664577,0.0,0.0
1975,Aron Gunnarsson,Iceland,MID,#7,4,4,2552,197,135,UEFA,12,1,0,0.07719435736677116,0.052899686520376174,0.08333333333333333,0.0
1976,Johann Berg Gudmundsson,Iceland,MID,#8,6,10,2552,337,310,UEFA,12,0,1,0.13205329153605017,0.12147335423197492,0.0,0.08333333333333333
1977,Gyfli Sigurdsson,Iceland,MID,#9,10,10,2552,534,347,UEFA,12,1,1,0.20924764890282133,0.1359717868338558,0.08333333333333333,0.08333333333333333
1978,Alfred Finnbogason,Iceland,ATK,#10,10,8,2552,493,259,UEFA,12,1,0,0.19318181818181818,0.10148902821316615,0.08333333333333333,0.0
1979,Kolbeinne Sigporsson,Iceland,ATK,#11,10,8,2552,509,284,UEFA,12,0,0,0.1994514106583072,0.11128526645768025,0.0,0.0
1980,Odysseas Vlachodimos,Greece,GK,#1,0,0,2799,0,0,UEFA,47,0,0,0.0,0.0,0.0,0.0
1981,Dimitris Giannoulis,Greece,DEF,#2,1,2,2799,96,105,UEFA,47,1,0,0.03429796355841372,0.03751339764201501,0.02127659574468085,0.0
1982,Dimitris Siovas,Greece,DEF,#3,1,2,2799,76,116,UEFA,47,0,1,0.027152554483744193,0.041443372633083245,0.0,0.02127659574468085
1983,Kostas Manolas,Greece,DEF,#4,2,5,2799,167,257,UEFA,47,3,2,0.059664165773490534,0.0918185066095034,0.06382978723404255,0.0425531914893617
1984,Giorgos Tzavellas,Greece,DEF,#5,2,5,2799,146,244,UEFA,47,3,0,0.052161486245087534,0.08717399071096821,0.06382978723404255,0.0
1985,Petros Mantolas,Greece,MID,#6,4,4,2799,305,219,UEFA,47,3,3,0.10896748838871026,0.0782422293676313,0.06382978723404255,0.06382978723404255
1986,Dimitris Kourbelis,Greece,MID,#7,4,4,2799,305,209,UEFA,47,2,3,0.10896748838871026,0.07466952483029654,0.0425531914893617,0.06382978723404255
1987,Zeca,Greece,MID,#8,6,10,2799,486,492,UEFA,47,4,4,0.17363344051446947,0.1757770632368703,0.0851063829787234,0.0851063829787234
1988,Kostas Fortounis,Greece,MID,#9,6,10,2799,478,513,UEFA,47,2,11,0.17077527688460165,0.1832797427652733,0.0425531914893617,0.23404255319148937
1989,Tasos Bakasetas,Greece,ATK,#10,10,8,2799,763,343,UEFA,47,8,3,0.2725973561986424,0.12254376563058235,0.1702127659574468,0.06382978723404255
1990,Dimitris Limnios,Greece,ATK,#11,10,8,2799,768,355,UEFA,47,10,1,0.27438370846730975,0.12683101107538405,0.2127659574468085,0.02127659574468085
1991,Craig Gordon,Scotland,GK,#1,0,0,2812,0,0,UEFA,40,0,0,0.0,0.0,0.0,0.0
1992,Scott McKenna,Scotland,DEF,#2,1,2,2812,63,92,UEFA,40,0,1,0.02240398293029872,0.032716927453769556,0.0,0.025
1993,Grant Hanley,Scotland,DEF,#3,1,2,2812,61,87,UEFA,40,0,1,0.021692745376955903,0.030938833570412518,0.0,0.025
1994,Kieran Tierney,Scotland,DEF,#4,2,5,2812,125,232,UEFA,40,1,1,0.04445234708392603,0.08250355618776671,0.025,0.025
1995,Andrew Robertson,Scotland,DEF,#5,2,5,2812,120,239,UEFA,40,0,1,0.04267425320056899,0.08499288762446658,0.0,0.025
1996,Callum McGregor,Scotland,MID,#6,4,4,2812,292,170,UEFA,40,2,0,0.10384068278805121,0.060455192034139404,0.05,0.0
1997,Scott McTominay,Scotland,MID,#7,4,4,2812,268,206,UEFA,40,2,0,0.0953058321479374,0.0732574679943101,0.05,0.0
1998,John McGinn,Scotland,MID,#8,6,10,2812,419,451,UEFA,40,0,3,0.14900426742532005,0.1603840682788051,0.0,0.075
1999,Stuart Armstrong,Scotland,MID,#9,6,10,2812,431,466,UEFA,40,2,4,0.15327169274537697,0.16571834992887624,0.05,0.1
2000,Leigh Griffiths,Scotland,ATK,#10,10,8,2812,760,373,UEFA,40,4,2,0.2702702702702703,0.1326458036984353,0.1,0.05
2001,Callum Paterson,Scotland,ATK,#11,10,8,2812,727,277,UEFA,40,7,1,0.2585348506401138,0.09850640113798008,0.175,0.025
2002,Guilherme,Russia,GK,#1,0,0,3390,0,0,UEFA,196,0,0,0.0,0.0,0.0,0.0
2003,Fyodor Kudryashov,Russia,DEF,#2,1,2,3390,84,135,UEFA,196,3,4,0.024778761061946902,0.03982300884955752,0.015306122448979591,0.02040816326530612
2004,Georgi Dzhikiya,Russia,DEF,#3,1,2,3390,101,126,UEFA,196,4,6,0.029793510324483775,0.03716814159292035,0.02040816326530612,0.030612244897959183
2005,Mario Fernandes,Russia,DEF,#4,2,5,3390,196,328,UEFA,196,7,9,0.05781710914454277,0.0967551622418879,0.03571428571428571,0.04591836734693878
2006,Yuri Zhirkov,Russia,DEF,#5,2,5,3390,176,266,UEFA,196,5,5,0.05191740412979351,0.07846607669616519,0.025510204081632654,0.025510204081632654
2007,Roman Zobnin,Russia,MID,#6,4,4,3390,386,250,UEFA,196,13,10,0.11386430678466077,0.07374631268436578,0.0663265306122449,0.05102040816326531
2008,Aleksandr Yerokin,Russia,MID,#7,4,4,3390,367,217,UEFA,196,20,7,0.10825958702064897,0.0640117994100295,0.10204081632653061,0.03571428571428571
2009,Anton Miranchuk,Russia,MID,#8,6,10,3390,528,596,UEFA,196,16,26,0.15575221238938053,0.17581120943952802,0.08163265306122448,0.1326530612244898
2010,Denis Cheryshev,Russia,MID,#9,6,10,3390,548,605,UEFA,196,19,24,0.1616519174041298,0.17846607669616518,0.09693877551020408,0.12244897959183673
2011,Artem Dzyuba,Russia,ATK,#10,10,8,3390,925,472,UEFA,196,36,15,0.2728613569321534,0.1392330383480826,0.1836734693877551,0.07653061224489796
2012,Fyodor Smolov,Russia,ATK,#11,10,8,3390,955,442,UEFA,196,32,16,0.28171091445427726,0.13038348082595871,0.16326530612244897,0.08163265306122448
2013,Tomas Vaclik,Czechia,GK,#1,0,0,3344,0,0,UEFA,149,0,0,0.0,0.0,0.0,0.0
2014,Tomas Kalas,Czechia,DEF,#2,1,2,3344,91,123,UEFA,149,1,3,0.02721291866028708,0.0367822966507177,0.006711409395973154,0.020134228187919462
2015,Filip Novak,Czechia,DEF,#3,1,2,3344,90,138,UEFA,149,3,4,0.026913875598086126,0.04126794258373206,0.020134228187919462,0.026845637583892617
2016,Jakub Brabec,Czechia,DEF,#4,2,5,3344,214,333,UEFA,149,7,7,0.06399521531100479,0.09958133971291866,0.04697986577181208,0.04697986577181208
2017,Roman Hubnik,Czechia,DEF,#5,2,5,3344,199,325,UEFA,149,7,16,0.05950956937799043,0.097188995215311,0.04697986577181208,0.10738255033557047
2018,Jan Kopic,Czechia,MID,#6,4,4,3344,375,263,UEFA,149,9,11,0.11214114832535885,0.07864832535885168,0.06040268456375839,0.0738255033557047
2019,Jakub Jankto,Czechia,MID,#7,4,4,3344,416,260,UEFA,149,13,3,0.12440191387559808,0.07775119617224881,0.087248322147651,0.020134228187919462
2020,Vladimir Darida,Czechia,MID,#8,6,10,3344,612,606,UEFA,149,7,19,0.18301435406698566,0.1812200956937799,0.04697986577181208,0.12751677852348994
2021,Tomas Soucek,Czechia,MID,#9,6,10,3344,577,669,UEFA,149,13,15,0.17254784688995214,0.2000598086124402,0.087248322147651,0.10067114093959731
2022,Michael Krmencik,Czechia,ATK,#10,10,8,3344,1042,494,UEFA,149,36,11,0.3116028708133971,0.14772727272727273,0.24161073825503357,0.0738255033557047
2023,Matej Vydra,Czechia,ATK,#11,10,8,3344,996,474,UEFA,149,23,11,0.29784688995215314,0.1417464114832536,0.15436241610738255,0.0738255033557047
2024,Rune Jarstein,Norway,GK,#1,0,0,3373,0,0,UEFA,208,0,0,0.0,0.0,0.0,0.0
2025,Kristoffer Ajer,Norway,DEF,#2,1,2,3373,111,131,UEFA,208,5,7,0.03290839015713015,0.03883782982508153,0.02403846153846154,0.03365384615384615
2026,Omar Elabdellaoui,Norway,DEF,#3,1,2,3373,93,136,UEFA,208,6,6,0.02757189445597391,0.04032018974206938,0.028846153846153848,0.028846153846153848
2027,Martin Linnes,Norway,DEF,#4,2,5,3373,192,405,UEFA,208,3,13,0.056922620812333236,0.12007115327601542,0.014423076923076924,0.0625
2028,Birger Meling,Norway,DEF,#5,2,5,3373,194,371,UEFA,208,3,19,0.05751556477912837,0.10999110584049808,0.014423076923076924,0.09134615384615384
2029,Markus Henriksen,Norway,MID,#6,4,4,3373,385,287,UEFA,208,19,12,0.11414171360806404,0.08508745923510229,0.09134615384615384,0.057692307692307696
2030,Mats Moller Daehli,Norway,MID,#7,4,4,3373,373,283,UEFA,208,13,12,0.11058404980729321,0.083901571301512,0.0625,0.057692307692307696
2031,Stefan Johansen,Norway,MID,#8,6,10,3373,542,814,UEFA,208,22,26,0.16068781500148235,0.24132819448562112,0.10576923076923077,0.125
2032,Mohamed Elyounoussi,Norway,MID,#9,6,10,3373,592,762,UEFA,208,18,25,0.17551141417136082,0.22591165134894753,0.08653846153846154,0.1201923076923077
2033,Joshua King,Norway,ATK,#10,10,8,3373,954,572,UEFA,208,38,16,0.28283427216128076,0.16958197450340942,0.18269230769230768,0.07692307692307693
2034,Erling Haaland,Norway,ATK,#11,20,8,3373,1902,514,UEFA,208,74,24,0.5638897124221761,0.15238659946635044,0.3557692307692308,0.11538461538461539
2035,Nikolay Vihalov,Bulgaria,GK,#1,0,0,2429,0,0,UEFA,7,0,0,0.0,0.0,0.0,0.0
2036,Georgi Terziev,Bulgaria,DEF,#2,1,2,2429,66,65,UEFA,7,0,0,0.027171675586661177,0.026759983532317826,0.0,0.0
2037,Anton Nedyalkov,Bulgaria,DEF,#3,1,2,2429,50,70,UEFA,7,0,0,0.02058460271716756,0.02881844380403458,0.0,0.0
2038,Peter Zanev,Bulgaria,DEF,#4,2,5,2429,111,177,UEFA,7,0,0,0.04569781803211198,0.07286949361877315,0.0,0.0
2039,Vasil Bozhikov,Bulgaria,DEF,#5,2,5,2429,115,165,UEFA,7,0,0,0.047344586249485385,0.06792918896665294,0.0,0.0
2040,Georgi Milanov,Bulgaria,MID,#6,4,4,2429,227,154,UEFA,7,0,0,0.09345409633594072,0.06340057636887608,0.0,0.0
2041,Kristiyan Malinov,Bulgaria,MID,#7,4,4,2429,221,145,UEFA,7,0,2,0.09098394400988061,0.05969534787978592,0.0,0.2857142857142857
2042,Georgi Kostadinov,Bulgaria,MID,#8,6,10,2429,352,353,UEFA,7,2,2,0.14491560312885962,0.14532729518320298,0.2857142857142857,0.2857142857142857
2043,Aleksander Tonev,Bulgaria,MID,#9,6,10,2429,306,362,UEFA,7,2,2,0.12597776862906546,0.14903252367229314,0.2857142857142857,0.2857142857142857
2044,Kiril Despodov,Bulgaria,ATK,#10,10,8,2429,533,256,UEFA,7,3,0,0.21943186496500616,0.1053931659118979,0.42857142857142855,0.0
2045,Spas Delelv,Bulgaria,ATK,#11,10,8,2429,538,272,UEFA,7,2,1,0.22149032523672293,0.11198023878139152,0.2857142857142857,0.14285714285714285
2046,Peter Gulasci,Hungary,GK,#1,0,0,2656,0,0,UEFA,33,0,0,0.0,0.0,0.0,0.0
2047,Attila Fiola,Hungary,DEF,#2,1,2,2656,65,102,UEFA,33,1,0,0.02447289156626506,0.038403614457831324,0.030303030303030304,0.0
2048,Gergo Lovrencsics,Hungary,DEF,#3,1,2,2656,66,91,UEFA,33,1,0,0.024849397590361446,0.03426204819277109,0.030303030303030304,0.0
2049,Willi Orban,Hungary,DEF,#4,2,5,2656,140,231,UEFA,33,2,2,0.05271084337349398,0.08697289156626506,0.06060606060606061,0.06060606060606061
2050,Adam Lang,Hungary,DEF,#5,2,5,2656,129,213,UEFA,33,2,0,0.048569277108433735,0.08019578313253012,0.06060606060606061,0.0
2051,Adam Nagy,Hungary,MID,#6,4,4,2656,228,190,UEFA,33,2,3,0.0858433734939759,0.07153614457831325,0.06060606060606061,0.09090909090909091
2052,Mate Patkai,Hungary,MID,#7,4,4,2656,235,199,UEFA,33,2,3,0.0884789156626506,0.07492469879518072,0.06060606060606061,0.09090909090909091
2053,Dominik Szoboszlai,Hungary,MID,#8,12,10,2656,786,408,UEFA,33,3,2,0.29593373493975905,0.1536144578313253,0.09090909090909091,0.06060606060606061
2054,Roland Sallai,Hungary,MID,#9,6,10,2656,378,405,UEFA,33,3,4,0.14231927710843373,0.15248493975903615,0.09090909090909091,0.12121212121212122
2055,Adam Szalai,Hungary,ATK,#10,10,8,2656,609,372,UEFA,33,6,4,0.2292921686746988,0.14006024096385541,0.18181818181818182,0.12121212121212122
2056,Nemanja Nikolic,Hungary,ATK,#11,10,8,2656,607,371,UEFA,33,6,2,0.22853915662650603,0.13968373493975902,0.18181818181818182,0.06060606060606061
2057,Daniel Petkovic,Montenegro,GK,#1,0,0,2430,0,0,UEFA,16,0,0,0.0,0.0,0.0,0.0
2058,Adam Marusic,Montenegro,DEF,#2,1,2,2430,51,85,UEFA,16,0,2,0.020987654320987655,0.03497942386831276,0.0,0.125
2059,Marko Simic,Montenegro,DEF,#3,1,2,2430,43,75,UEFA,16,0,0,0.017695473251028805,0.030864197530864196,0.0,0.0
2060,Zarko Tomasevic,Montenegro,DEF,#4,2,5,2430,86,190,UEFA,16,0,0,0.03539094650205761,0.07818930041152264,0.0,0.0
2061,Stefan Savic,Montenegro,DEF,#5,2,5,2430,80,215,UEFA,16,0,0,0.03292181069958848,0.08847736625514403,0.0,0.0
2062,Nikola Vukcevic,Montenegro,MID,#6,4,4,2430,190,145,UEFA,16,1,0,0.07818930041152264,0.059670781893004114,0.0625,0.0
2063,Vladimir Jovovic,Montenegro,MID,#7,4,4,2430,169,148,UEFA,16,0,0,0.06954732510288066,0.060905349794238686,0.0,0.0
2064,Aleksander Boljevic,Montenegro,MID,#8,6,10,2430,263,368,UEFA,16,3,1,0.10823045267489712,0.151440329218107,0.1875,0.0625
2065,Fatos Beciraj,Montenegro,ATK,#9,10,10,2430,456,357,UEFA,16,1,1,0.18765432098765433,0.1469135802469136,0.0625,0.0625
2066,Stefan Musoga,Montenegro,ATK,#10,10,8,2430,427,259,UEFA,16,2,2,0.1757201646090535,0.10658436213991769,0.125,0.125
2067,Stevan Jovetic,Montenegro,ATK,#11,20,8,2430,869,273,UEFA,16,4,2,0.35761316872427984,0.11234567901234568,0.25,0.125
2068,Lukas Hradecky,Finland,GK,#1,0,0,2511,0,0,UEFA,25,0,0,0.0,0.0,0.0,0.0
2069,Jukka Raitala,Finland,DEF,#2,1,2,2511,53,68,UEFA,25,1,1,0.021107128634010354,0.027080844285145362,0.04,0.04
2070,Jere Uronen,Finland,DEF,#3,1,2,2511,59,78,UEFA,25,0,2,0.023496614894464356,0.03106332138590203,0.0,0.08
2071,Paulus Arajuuri,Finland,DEF,#4,2,5,2511,97,211,UEFA,25,1,0,0.038630027877339705,0.08403026682596575,0.04,0.0
2072,Joona Toivio,Finland,DEF,#5,2,5,2511,101,181,UEFA,25,1,2,0.040223018717642375,0.07208283552369574,0.04,0.08
2073,Rasmus Schuller,Finland,MID,#6,4,4,2511,253,148,UEFA,25,1,1,0.10075667064914377,0.05894066109119873,0.04,0.04
2074,Pyry Soiri,Finland,MID,#7,4,4,2511,200,129,UEFA,25,4,0,0.07964954201513341,0.05137395459976105,0.16,0.0
2075,Robin Lod,Finland,MID,#8,6,10,2511,302,367,UEFA,25,3,3,0.12027080844285146,0.1461569095977698,0.12,0.12
2076,Fredrik Jensen,Finland,MID,#9,6,10,2511,322,384,UEFA,25,4,1,0.1282357626443648,0.15292712066905614,0.16,0.04
2077,Joel Pohjanpalo,Finland,ATK,#10,10,8,2511,527,296,UEFA,25,4,4,0.20987654320987653,0.11788132218239745,0.16,0.16
2078,Teemu Pukki,Finland,ATK,#11,15,8,2511,814,312,UEFA,25,2,2,0.324173636001593,0.12425328554360812,0.08,0.08
2079,Etrit Berisha,Albania,GK,#1,0,0,2384,0,0,UEFA,6,0,0,0.0,0.0,0.0,0.0
2080,Freddie Veseli,Albania,DEF,#2,1,2,2384,65,63,UEFA,6,0,0,0.02726510067114094,0.026426174496644295,0.0,0.0
2081,Berat Gijmshiti,Albania,DEF,#3,1,2,2384,56,78,UEFA,6,0,0,0.02348993288590604,0.03271812080536913,0.0,0.0
