,Name,Country,Position,ShirtNumber,Attack,Passing,P,Goals,Assists,Confederation,WC_P,WC_Goals,WC_Assists,GPG,APG,WC_GPG,WC_APG
413,Biplu Ahmed,Bangladesh,MID,#7,4,4,1821,105,73,AFC,0,0,0,0.057660626029654036,0.040087863811092805,,
414,Robiul Hasan,Bangladesh,MID,#8,6,10,1821,179,182,AFC,0,0,0,0.09829763866007687,0.09994508511806699,,
415,Manumul Islam,Bangladesh,MID,#9,6,10,1821,184,197,AFC,0,0,0,0.10104338275672707,0.10818231740801758,,
416,Nabib Newaj Jibon,Bangladesh,ATK,#10,10,8,1821,248,121,AFC,0,0,0,0.13618890719384955,0.06644700713893466,,
417,Motin Mia,Bangladesh,ATK,#11,10,8,1821,278,124,AFC,0,0,0,0.1526633717737507,0.06809445359692477,,
418,Outthilath Nammakoth,Laos,GK,#1,0,0,1453,0,0,AFC,0,0,0,0.0,0.0,,
419,Thinnakone Vongsa,Laos,DEF,#2,1,2,1453,30,26,AFC,0,0,0,0.02064693737095664,0.017894012388162423,,
420,Kaharn Phetsivilay,Laos,DEF,#3,1,2,1453,29,18,AFC,0,0,0,0.01995870612525809,0.012388162422573986,,
421,Vanna Bounlovongsa,Laos,DEF,#4,1,5,1453,27,78,AFC,0,0,0,0.018582243633860976,0.053682037164487266,,
422,Lathasay Lounlasy,Laos,DEF,#5,1,5,1453,31,83,AFC,0,0,0,0.021335168616655197,0.05712319339298004,,
423,Phoutdvy Phommasane,Laos,MID,#6,2,4,1453,53,62,AFC,0,0,0,0.0364762560220234,0.042670337233310394,,
424,Phoutthasay Khochalern,Laos,MID,#7,2,4,1453,55,53,AFC,0,0,0,0.03785271851342051,0.0364762560220234,,
425,Phouthone Innalay,Laos,MID,#8,2,10,1453,59,137,AFC,0,0,0,0.040605643496214726,0.09428768066070199,,
426,Soukaphone Vongchiengkham,Laos,MID,#9,10,10,1453,271,108,AFC,0,0,0,0.18651066758430832,0.0743289745354439,,
427,Somxay Keohanam,Laos,ATK,#10,6,8,1453,209,99,AFC,0,0,0,0.14384033035099794,0.06813489332415691,,
428,Vannasone Douangmaity,Laos,ATK,#11,6,8,1453,182,101,AFC,0,0,0,0.12525808671713695,0.06951135581555402,,
429,Tshering Dendup,Bhutan,GK,#1,0,0,1620,0,0,AFC,0,0,0,0.0,0.0,,
430,Tenzin Dorji,Bhutan,DEF,#2,1,2,1620,33,32,AFC,0,0,0,0.020370370370370372,0.019753086419753086,,
431,Phuntsho Jigme,Bhutan,DEF,#3,1,2,1620,33,28,AFC,0,0,0,0.020370370370370372,0.01728395061728395,,
432,Mipham Jigme,Bhutan,DEF,#4,1,5,1620,26,69,AFC,0,0,0,0.016049382716049384,0.04259259259259259,,
433,Choki Wangchuk,Bhutan,DEF,#5,3,5,1620,88,86,AFC,0,0,0,0.05432098765432099,0.05308641975308642,,
434,Nima Wangdi,Bhutan,MID,#6,2,4,1620,56,74,AFC,0,0,0,0.0345679012345679,0.04567901234567901,,
435,Chimi Dorji,Bhutan,MID,#7,2,4,1620,42,71,AFC,0,0,0,0.025925925925925925,0.043827160493827164,,
436,Karma Shedrup Thsering,Bhutan,MID,#8,5,10,1620,146,131,AFC,0,0,0,0.09012345679012346,0.0808641975308642,,
437,Tsering Dorji,Bhutan,MID,#9,9,10,1620,239,144,AFC,0,0,0,0.14753086419753086,0.08888888888888889,,
438,Kabile Nadoem,Bhutan,ATK,#10,6,8,1620,183,104,AFC,0,0,0,0.11296296296296296,0.06419753086419754,,
439,Chencho Gyeltshen,Bhutan,ATK,#11,10,8,1620,240,119,AFC,0,0,0,0.14814814814814814,0.0734567901234568,,
440,Arinubold Batsaikhan,Mongolia,GK,#1,0,0,1476,0,0,AFC,0,0,0,0.0,0.0,,
441,Torbat Daginaa,Mongolia,DEF,#2,1,2,1476,22,28,AFC,0,0,0,0.014905149051490514,0.018970189701897018,,
442,Bilguun Ganbold,Mongolia,DEF,#3,1,2,1476,13,40,AFC,0,0,0,0.008807588075880758,0.02710027100271003,,
443,Tsedenbal Norjmoo,Mongolia,DEF,#4,4,5,1476,72,78,AFC,0,0,0,0.04878048780487805,0.052845528455284556,,
444,Bayasgalan Garidmagnai,Mongolia,DEF,#5,2,5,1476,34,71,AFC,0,0,0,0.023035230352303523,0.048102981029810296,,
445,Jansyerik Maratkhan,Mongolia,MID,#6,4,4,1476,91,68,AFC,0,0,0,0.061653116531165314,0.04607046070460705,,
446,Sundorj Janchiv,Mongolia,MID,#7,4,4,1476,72,42,AFC,0,0,0,0.04878048780487805,0.028455284552845527,,
447,Monkh-Erdeniin Togoldor,Mongolia,MID,#8,6,10,1476,139,127,AFC,0,0,0,0.09417344173441734,0.08604336043360433,,
448,Baljinnyam Batbold,Mongolia,MID,#9,6,10,1476,124,143,AFC,0,0,0,0.08401084010840108,0.09688346883468835,,
449,Ganbaataryn Togsbayar,Mongolia,ATK,#10,10,8,1476,248,109,AFC,0,0,0,0.16802168021680217,0.07384823848238482,,
450,Nyam-Osor Naranbold,Mongolia,ATK,#11,10,8,1476,220,115,AFC,0,0,0,0.14905149051490515,0.07791327913279132,,
451,Wardun Yussof,Brunei,GK,#1,0,0,1261,0,0,AFC,0,0,0,0.0,0.0,,
452,Afi Aminuddin,Brunei,DEF,#2,1,2,1261,18,18,AFC,0,0,0,0.014274385408406027,0.014274385408406027,,
453,Sairol Sahari,Brunei,DEF,#3,1,2,1261,28,22,AFC,0,0,0,0.022204599524187154,0.017446471054718478,,
454,Helmi Zambin,Brunei,DEF,#4,2,5,1261,31,50,AFC,0,0,0,0.02458366375892149,0.03965107057890563,,
455,Abdul Mu'iz Sisa,Brunei,DEF,#5,2,5,1261,31,54,AFC,0,0,0,0.02458366375892149,0.04282315622521808,,
456,Hendra Azam Idris,Brunei,MID,#6,4,4,1261,86,61,AFC,0,0,0,0.06819984139571768,0.04837430610626487,,
457,Nurikhwan Othman,Brunei,MID,#7,4,4,1261,54,32,AFC,0,0,0,0.04282315622521808,0.025376685170499604,,
458,Azwan Saleh,Brunei,MID,#8,6,10,1261,96,91,AFC,0,0,0,0.0761300555114988,0.07216494845360824,,
459,Amin Sisa,Brunei,MID,#9,6,10,1261,86,107,AFC,0,0,0,0.06819984139571768,0.08485329103885805,,
460,Azwan Ali Rahman,Brunei,ATK,#10,10,8,1261,166,91,AFC,0,0,0,0.1316415543219667,0.07216494845360824,,
461,Razimie Ramili,Brunei,ATK,#11,10,8,1261,159,72,AFC,0,0,0,0.1260904044409199,0.057097541633624106,,
462,Aderito,Timor-Leste,GK,#1,0,0,1486,0,0,AFC,0,0,0,0.0,0.0,,
463,Candido,Timor-Leste,DEF,#2,1,2,1486,32,30,AFC,0,0,0,0.021534320323014805,0.020188425302826378,,
464,Victor,Timor-Leste,DEF,#3,1,2,1486,21,30,AFC,0,0,0,0.014131897711978465,0.020188425302826378,,
465,Ade,Timor-Leste,DEF,#4,4,5,1486,110,53,AFC,0,0,0,0.0740242261103634,0.03566621803499327,,
466,Avigmas,Timor-Leste,DEF,#5,2,5,1486,54,52,AFC,0,0,0,0.03633916554508748,0.034993270524899055,,
467,Osvaldo,Timor-Leste,MID,#6,2,4,1486,49,48,AFC,0,0,0,0.03297442799461642,0.03230148048452221,,
468,Paulo Gali,Timor-Leste,MID,#7,2,4,1486,54,65,AFC,0,0,0,0.03633916554508748,0.04374158815612382,,
469,Gelvanio,Timor-Leste,MID,#8,2,10,1486,50,118,AFC,0,0,0,0.033647375504710635,0.07940780619111709,,
470,Elias,Timor-Leste,MID,#9,2,10,1486,50,115,AFC,0,0,0,0.033647375504710635,0.07738896366083446,,
471,Rufinho Gama,Timor-Leste,ATK,#10,10,8,1486,279,96,AFC,0,0,0,0.18775235531628534,0.06460296096904442,,
472,Joao Pedro,Timor-Leste,ATK,#11,8,8,1486,185,100,AFC,0,0,0,0.12449528936742935,0.06729475100942127,,
473,Doug Herrick,Guam,GK,#1,0,0,1594,0,0,AFC,0,0,0,0.0,0.0,,
474,Micah Paulino,Guam,DEF,#2,1,2,1594,19,29,AFC,0,0,0,0.01191969887076537,0.01819322459222083,,
475,Scott Leon Guerrero,Guam,DEF,#3,1,2,1594,28,33,AFC,0,0,0,0.01756587202007528,0.02070263488080301,,
476,Shawn Nicklaw,Guam,DEF,#4,2,5,1594,32,60,AFC,0,0,0,0.020075282308657464,0.037641154328732745,,
477,A.J. De La Garza,Guam,DEF,#5,2,5,1594,46,47,AFC,0,0,0,0.028858218318695106,0.029485570890840654,,
478,Travis Nicklaw,Guam,MID,#6,4,4,1594,74,52,AFC,0,0,0,0.04642409033877039,0.03262233375156838,,
479,Mark Chargualaf,Guam,MID,#7,4,4,1594,75,44,AFC,0,0,0,0.04705144291091593,0.027603513174404015,,
480,Ryan Guy,Guam,MID,#8,6,10,1594,98,115,AFC,0,0,0,0.06148055207026349,0.07214554579673776,,
481,Jason Cuncliffe,Guam,MID,#9,6,10,1594,115,114,AFC,0,0,0,0.07214554579673776,0.07151819322459223,,
482,Jason Garrido,Guam,ATK,#10,10,8,1594,182,99,AFC,0,0,0,0.11417816813048934,0.062107904642409034,,
483,Marcus Lopez,Guam,ATK,#11,10,8,1594,173,85,AFC,0,0,0,0.10853199498117942,0.05332496863237139,,
484,Yousuf Butt,Pakistan,GK,#1,0,0,1614,0,0,AFC,0,0,0,0.0,0.0,,
485,Waqar Ihtisham,Pakistan,DEF,#2,1,2,1614,19,26,AFC,0,0,0,0.011771995043370507,0.0161090458488228,,
486,Umer Hayat,Pakistan,DEF,#3,1,2,1614,28,24,AFC,0,0,0,0.01734820322180917,0.01486988847583643,,
487,Abdullah Qazi,Pakistan,DEF,#4,2,5,1614,50,57,AFC,0,0,0,0.030978934324659233,0.03531598513011153,,
488,Ali Uzair,Pakistan,DEF,#5,2,5,1614,29,58,AFC,0,0,0,0.017967781908302356,0.03593556381660471,,
489,Muhammad Adil,Pakistan,MID,#6,4,4,1614,90,62,AFC,0,0,0,0.055762081784386616,0.03841387856257745,,
490,Samir Nabi,Pakistan,MID,#7,4,4,1614,72,56,AFC,0,0,0,0.04460966542750929,0.03469640644361834,,
491,Rahis Nabi,Pakistan,MID,#8,6,10,1614,121,123,AFC,0,0,0,0.07496902106567534,0.0762081784386617,,
492,Muhammad Ali,Pakistan,ATK,#9,6,10,1614,116,133,AFC,0,0,0,0.07187112763320942,0.08240396530359356,,
493,Kaleemullah Khan,Pakistan,ATK,#10,10,8,1614,182,83,AFC,0,0,0,0.1127633209417596,0.051425030978934326,,
494,Hassan Bashir,Pakistan,ATK,#11,10,8,1614,197,105,AFC,0,0,0,0.12205700123915737,0.06505576208178439,,
495,Sujan Perera,Sri Lanka,GK,#1,0,0,1530,0,0,AFC,0,0,0,0.0,0.0,,
496,Jude Supan,Sri Lanka,DEF,#2,1,2,1530,16,23,AFC,0,0,0,0.01045751633986928,0.015032679738562092,,
497,Subash Madushan,Sri Lanka,DEF,#3,1,2,1530,28,24,AFC,0,0,0,0.018300653594771243,0.01568627450980392,,
498,Bandaa Warakagoda,Sri Lanka,DEF,#4,2,5,1530,51,63,AFC,0,0,0,0.03333333333333333,0.041176470588235294,,
499,Charitha Mudiyanselage,Sri Lanka,DEF,#5,2,5,1530,28,64,AFC,0,0,0,0.018300653594771243,0.04183006535947712,,
500,Kavindu Ishan,Sri Lanka,MID,#6,4,4,1530,80,43,AFC,0,0,0,0.05228758169934641,0.028104575163398694,,
501,Mohamed Rifnas,Sri Lanka,MID,#7,4,4,1530,61,38,AFC,0,0,0,0.03986928104575163,0.02483660130718954,,
502,Waseem Ahmed Razeek,Sri Lanka,MID,#8,6,10,1530,126,128,AFC,0,0,0,0.08235294117647059,0.08366013071895424,,
503,Chameera Sajith,Sri Lanka,MID,#9,6,10,1530,117,105,AFC,0,0,0,0.07647058823529412,0.06862745098039216,,
504,Mohamed Fazal,Sri Lanka,ATK,#10,10,8,1530,183,104,AFC,0,0,0,0.11960784313725491,0.06797385620915032,,
505,Zohar Mohamed Zarwan,Sri Lanka,ATK,#11,10,8,1530,166,88,AFC,0,0,0,0.1084967320261438,0.05751633986928104,,
506,Edouard Mendy,Senegal,GK,#1,0,0,2468,0,0,CAF,538,0,0,0.0,0.0,0.0,0.0
507,Youssouf Sabaly,Senegal,DEF,#2,1,2,2468,81,126,CAF,538,13,24,0.032820097244732574,0.051053484602917344,0.024163568773234202,0.04460966542750929
508,Moussa Wague,Senegal,DEF,#3,2,2,2468,151,128,CAF,538,16,13,0.06118314424635332,0.05186385737439222,0.02973977695167286,0.024163568773234202
509,Salif Sane,Senegal,DEF,#4,3,5,2468,250,303,CAF,538,30,46,0.1012965964343598,0.12277147487844409,0.055762081784386616,0.08550185873605948
510,Kalidou Koulibaly,Senegal,DEF,#5,4,5,2468,309,286,CAF,538,48,42,0.12520259319286872,0.11588330632090761,0.08921933085501858,0.07806691449814127
511,Cheikou Kouyate,Senegal,MID,#6,5,4,2468,373,217,CAF,538,38,37,0.15113452188006482,0.08792544570502431,0.07063197026022305,0.0687732342007435
512,Badou Ndaiye,Senegal,MID,#7,6,4,2468,434,275,CAF,538,57,36,0.17585089141004862,0.11142625607779579,0.10594795539033457,0.06691449814126393
513,Idrissa Gueye,Senegal,MID,#8,7,10,2468,534,586,CAF,538,71,85,0.21636952998379255,0.23743922204213938,0.13197026022304834,0.1579925650557621
514,Ismalia Sarr,Senegal,MID,#9,8,10,2468,587,552,CAF,538,83,74,0.23784440842787682,0.22366288492706646,0.15427509293680297,0.137546468401487
515,Opa Nguette,Senegal,ATK,#10,9,8,2468,676,457,CAF,538,92,58,0.2739059967585089,0.1851701782820097,0.17100371747211895,0.10780669144981413
516,Sadio Mane,Senegal,ATK,#11,10,8,2468,751,403,CAF,538,120,49,0.30429497568881686,0.163290113452188,0.22304832713754646,0.09107806691449814
517,Farouk Ben Mustapha,Tunisia,GK,#1,0,0,2194,0,0,CAF,332,0,0,0.0,0.0,0.0,0.0
518,Ali Maaloul,Tunisia,DEF,#2,1,2,2194,48,102,CAF,332,6,8,0.02187784867821331,0.04649042844120328,0.018072289156626505,0.024096385542168676
519,Dylan Bronn,Tunisia,DEF,#3,2,2,2194,148,89,CAF,332,7,6,0.0674567000911577,0.04056517775752051,0.02108433734939759,0.018072289156626505
520,Yassine Meriah,Tunisia,DEF,#4,3,5,2194,156,218,CAF,332,11,18,0.07110300820419325,0.09936189608021878,0.03313253012048193,0.05421686746987952
521,Mohammed Drager,Tunisia,DEF,#5,4,5,2194,227,209,CAF,332,28,16,0.10346399270738377,0.09525979945305378,0.08433734939759036,0.04819277108433735
522,Ferjani Sassi,Tunisia,MID,#6,5,4,2194,268,180,CAF,332,26,16,0.12215132178669097,0.0820419325432999,0.0783132530120482,0.04819277108433735
523,Mohamed Amine Ben Amor,Tunisia,MID,#7,6,4,2194,349,160,CAF,332,21,12,0.15907019143117593,0.07292616226071102,0.06325301204819277,0.03614457831325301
524,Saad Bguir,Tunisia,MID,#8,7,10,2194,382,482,CAF,332,41,48,0.1741112123974476,0.21969006381039197,0.12349397590361445,0.14457831325301204
525,Naim Sliti,Tunisia,MID,#9,8,10,2194,465,425,CAF,332,57,34,0.21194165907019144,0.19371011850501368,0.1716867469879518,0.10240963855421686
526,Youssef Msakni,Tunisia,ATK,#10,9,8,2194,501,318,CAF,332,40,27,0.2283500455788514,0.14494074749316319,0.12048192771084337,0.08132530120481928
527,Wabhi Khazri,Tunisia,ATK,#11,10,8,2194,579,310,CAF,332,40,30,0.26390154968094803,0.14129443938012762,0.12048192771084337,0.09036144578313253
528,Rais M'Bolhi,Algeria,GK,#1,0,0,2304,0,0,CAF,406,0,0,0.0,0.0,0.0,0.0
529,Mehdi Tahrat,Algeria,DEF,#2,1,2,2304,77,114,CAF,406,12,10,0.03342013888888889,0.049479166666666664,0.029556650246305417,0.024630541871921183
530,Aissa Mandi,Algeria,DEF,#3,2,2,2304,135,87,CAF,406,11,9,0.05859375,0.037760416666666664,0.027093596059113302,0.022167487684729065
531,Ramy Bensebaini,Algeria,DEF,#4,3,5,2304,205,264,CAF,406,18,19,0.08897569444444445,0.11458333333333333,0.04433497536945813,0.046798029556650245
532,Djamel Benlamri,Algeria,DEF,#5,4,5,2304,260,260,CAF,406,28,21,0.11284722222222222,0.11284722222222222,0.06896551724137931,0.05172413793103448
533,Adlene Guedioura,Algeria,MID,#6,5,4,2304,323,228,CAF,406,33,31,0.1401909722222222,0.09895833333333333,0.0812807881773399,0.07635467980295567
534,Yacine Brahimi,Algeria,MID,#7,6,4,2304,399,201,CAF,406,30,23,0.17317708333333334,0.08723958333333333,0.07389162561576355,0.05665024630541872
535,Sofiane Feghouli,Algeria,MID,#8,7,10,2304,476,489,CAF,406,48,50,0.2065972222222222,0.21223958333333334,0.11822660098522167,0.12315270935960591
536,Said Benrahma,Algeria,MID,#9,8,10,2304,499,487,CAF,406,58,61,0.2165798611111111,0.2113715277777778,0.14285714285714285,0.15024630541871922
537,Riyad Mahrez,Algeria,ATK,#10,9,8,2304,613,400,CAF,406,59,41,0.2660590277777778,0.1736111111111111,0.14532019704433496,0.10098522167487685
538,Baghdad Bounedjah,Algeria,ATK,#11,10,8,2304,696,413,CAF,406,67,34,0.3020833333333333,0.1792534722222222,0.16502463054187191,0.08374384236453201
539,Munir Mohamedi,Morocco,GK,#1,0,0,2274,0,0,CAF,409,0,0,0.0,0.0,0.0,0.0
540,Hamza Mendyl,Morocco,DEF,#2,1,2,2274,52,99,CAF,409,10,11,0.022867194371152155,0.04353562005277045,0.02444987775061125,0.02689486552567237
541,Romain Saiss,Morocco,DEF,#3,2,2,2274,127,113,CAF,409,17,19,0.055848724714160074,0.04969217238346526,0.04156479217603912,0.04645476772616137
542,Noussair Mazrouri,Morocco,DEF,#4,3,5,2274,198,224,CAF,409,28,23,0.0870712401055409,0.09850483729111698,0.06845965770171149,0.05623471882640587
543,Achraf Hakimi,Morocco,DEF,#5,4,5,2274,241,222,CAF,409,24,11,0.1059806508355321,0.09762532981530343,0.05867970660146699,0.02689486552567237
544,Omar El Kaddouri ,Morocco,MID,#6,5,4,2274,298,193,CAF,409,33,24,0.1310466138962181,0.08487247141600704,0.08068459657701711,0.05867970660146699
545,Faycal Fajr,Morocco,MID,#7,6,4,2274,360,164,CAF,409,33,17,0.158311345646438,0.07211961301671065,0.08068459657701711,0.04156479217603912
546,Adil Taarabt,Morocco,MID,#8,7,10,2274,399,451,CAF,409,54,51,0.17546174142480211,0.19832893579595426,0.13202933985330073,0.12469437652811736
547,Hakim Ziyech,Morocco,MID,#9,8,10,2274,491,435,CAF,409,42,48,0.21591908531222515,0.19129287598944592,0.10268948655256724,0.11735941320293398
548,Youssef En-Nesyri,Morocco,ATK,#10,9,8,2274,547,352,CAF,409,50,41,0.2405452946350044,0.1547933157431838,0.12224938875305623,0.10024449877750612
549,Youssef El-Arabi,Morocco,ATK,#11,10,8,2274,622,334,CAF,409,74,40,0.27352682497801234,0.1468777484608619,0.18092909535452323,0.097799511002445
550,Daniel Akpeyi,Nigeria,GK,#1,0,0,2320,0,0,CAF,413,0,0,0.0,0.0,0.0,0.0
551,Leon Balogun,Nigeria,DEF,#2,1,2,2320,64,108,CAF,413,10,15,0.027586206896551724,0.04655172413793104,0.024213075060532687,0.03631961259079903
552,Ola Aina,Nigeria,DEF,#3,2,2,2320,142,115,CAF,413,15,15,0.061206896551724135,0.04956896551724138,0.03631961259079903,0.03631961259079903
553,Kenneth Omeru,Nigeria,DEF,#4,3,5,2320,217,273,CAF,413,20,29,0.0935344827586207,0.11767241379310345,0.048426150121065374,0.07021791767554479
554,William Troost-Ekong,Nigeria,DEF,#5,4,5,2320,266,269,CAF,413,31,31,0.1146551724137931,0.11594827586206896,0.07506053268765134,0.07506053268765134
555,Peter Etebo,Nigeria,MID,#6,5,4,2320,370,237,CAF,413,44,30,0.15948275862068967,0.1021551724137931,0.10653753026634383,0.07263922518159806
556,Alex Iwobi,Nigeria,MID,#7,6,4,2320,444,221,CAF,413,42,25,0.19137931034482758,0.09525862068965517,0.1016949152542373,0.06053268765133172
557,Samuel Chukwueze,Nigeria,ATK,#8,7,10,2320,455,553,CAF,413,50,56,0.1961206896551724,0.23836206896551723,0.12106537530266344,0.13559322033898305
558,Victor Osimhen,Nigeria,ATK,#9,8,10,2320,553,485,CAF,413,56,52,0.23836206896551723,0.20905172413793102,0.13559322033898305,0.12590799031476999
559,Kelechi Iheanacho,Nigeria,ATK,#10,9,8,2320,645,428,CAF,413,72,35,0.27801724137931033,0.18448275862068966,0.17433414043583534,0.0847457627118644
560,Ahmed Musa,Nigeria,ATK,#11,10,8,2320,688,387,CAF,413,69,49,0.296551724137931,0.1668103448275862,0.16707021791767554,0.11864406779661017
561,Mohamed El Shenawy,Egypt,GK,#1,0,0,2273,0,0,CAF,372,0,0,0.0,0.0,0.0,0.0
562,Mohamed Hany,Egypt,DEF,#2,1,2,2273,58,107,CAF,372,3,13,0.025516937967443906,0.047074351077870655,0.008064516129032258,0.03494623655913978
563,Ali Gabr,Egypt,DEF,#3,2,2,2273,127,87,CAF,372,11,3,0.05587329520457545,0.03827540695116586,0.02956989247311828,0.008064516129032258
564,Ayman Ashraf,Egypt,DEF,#4,3,5,2273,149,264,CAF,372,15,31,0.06555213374395072,0.1161460624725033,0.04032258064516129,0.08333333333333333
565,Ahmed Hegazi,Egypt,DEF,#5,4,5,2273,227,269,CAF,372,19,17,0.09986801583809943,0.11834579850417949,0.051075268817204304,0.0456989247311828
566,Tarek Hamed,Egypt,MID,#6,5,4,2273,259,213,CAF,372,26,17,0.1139463264408271,0.09370875494940607,0.06989247311827956,0.0456989247311828
567,Mohamed Elneny,Egypt,MID,#7,6,4,2273,326,206,CAF,372,31,19,0.14342278926528818,0.09062912450505939,0.08333333333333333,0.051075268817204304
568,Abdallah El Said,Egypt,MID,#8,7,10,2273,338,500,CAF,372,42,52,0.14870215574131104,0.21997360316761988,0.11290322580645161,0.13978494623655913
569,Trezeguet,Egypt,ATK,#9,8,10,2273,388,505,CAF,372,40,48,0.17069951605807304,0.22217333919929608,0.10752688172043011,0.12903225806451613
570,Kouka,Egypt,ATK,#10,9,8,2273,459,409,CAF,372,46,33,0.20193576770787505,0.17993840739111305,0.12365591397849462,0.08870967741935484
571,Mohamed Salah,Egypt,ATK,#11,25,8,2273,1276,327,CAF,372,114,34,0.5613726352837659,0.1438627364716234,0.3064516129032258,0.0913978494623656
572,Andre Onana,Cameroon,GK,#1,0,0,2287,0,0,CAF,404,0,0,0.0,0.0,0.0,0.0
573,Ambroise Oyongo,Cameroon,DEF,#2,1,2,2287,56,126,CAF,404,5,9,0.024486226497595104,0.055094009619588984,0.012376237623762377,0.022277227722772276
574,Collins Fai,Cameroon,DEF,#3,2,2,2287,127,105,CAF,404,11,14,0.055531263664188896,0.045911674682990816,0.027227722772277228,0.034653465346534656
575,Nicolas Nkoulou,Cameroon,DEF,#4,3,5,2287,194,251,CAF,404,19,24,0.08482728465238304,0.10975076519457805,0.04702970297029703,0.0594059405940594
576,Michael Ngadeu-Ngadjui,Cameroon,DEF,#5,4,5,2287,275,236,CAF,404,24,24,0.12024486226497595,0.10319195452557936,0.0594059405940594,0.0594059405940594
577,Arnaud Djoum ,Cameroon,MID,#6,5,4,2287,321,197,CAF,404,27,18,0.14035854831657193,0.08613904678618277,0.06683168316831684,0.04455445544554455
578,Christian Bassogog,Cameroon,MID,#7,6,4,2287,370,179,CAF,404,36,20,0.16178399650196765,0.07826847398338435,0.0891089108910891,0.04950495049504951
579,Andre-Frank Zambo Anguissa,Cameroon,MID,#8,7,10,2287,444,488,CAF,404,48,52,0.19414079580236118,0.2133799737647573,0.1188118811881188,0.12871287128712872
580,Clinton N'Jie,Cameroon,ATK,#9,8,10,2287,492,449,CAF,404,45,41,0.21512898994315696,0.19632706602536074,0.11138613861386139,0.10148514851485149
581,Eric Maxim Choupo-Moting,Cameroon,ATK,#10,9,8,2287,552,394,CAF,404,58,40,0.24136423261915171,0.17227809357236554,0.14356435643564355,0.09900990099009901
582,Vincent Aboubakar,Cameroon,ATK,#11,10,8,2287,628,359,CAF,404,67,32,0.2745955400087451,0.1569742020113686,0.16584158415841585,0.07920792079207921
583,Richard Ofori,Ghana,GK,#1,0,0,2021,0,0,CAF,257,0,0,0.0,0.0,0.0,0.0
584,Nicholas Opoku,Ghana,DEF,#2,1,2,2021,54,86,CAF,257,2,9,0.026719445818901535,0.0425531914893617,0.007782101167315175,0.03501945525291829
585,Baba Rahman,Ghana,DEF,#3,2,2,2021,112,91,CAF,257,7,4,0.05541810984661059,0.0450272142503711,0.027237354085603113,0.01556420233463035
586,John Boye,Ghana,DEF,#4,3,5,2021,170,200,CAF,257,12,14,0.08411677387431965,0.09896091044037605,0.04669260700389105,0.054474708171206226
587,Mohamed Salisu,Ghana,DEF,#5,4,5,2021,224,212,CAF,257,16,12,0.11083621969322117,0.10489856506679862,0.0622568093385214,0.04669260700389105
588,Thomas Partey,Ghana,MID,#6,5,4,2021,251,176,CAF,257,27,15,0.12419594260267194,0.08708560118753092,0.10505836575875487,0.058365758754863814
589,Bernard Mensah,Ghana,MID,#7,6,4,2021,333,156,CAF,257,27,7,0.16476991588322612,0.07718951014349332,0.10505836575875487,0.027237354085603113
590,Mubarak Wakaso,Ghana,MID,#8,7,10,2021,401,427,CAF,257,34,35,0.198416625432954,0.21128154379020286,0.13229571984435798,0.13618677042801555
591,Andre Ayew,Ghana,MID,#9,8,10,2021,425,433,CAF,257,28,37,0.2102919346857991,0.21425037110341416,0.10894941634241245,0.14396887159533073
592,Mohamed Kudus,Ghana,ATK,#10,9,8,2021,480,291,CAF,257,30,23,0.23750618505690252,0.14398812469074715,0.11673151750972763,0.08949416342412451
593,Jordan Ayew,Ghana,ATK,#11,10,8,2021,510,321,CAF,257,35,21,0.25235032162295895,0.15883226125680355,0.13618677042801555,0.08171206225680934
594,Djigui Diarra,Mali,GK,#1,0,0,2142,0,0,CAF,288,0,0,0.0,0.0,0.0,0.0
595,Mamadou Fofana,Mali,DEF,#2,1,2,2142,47,87,CAF,288,4,6,0.021942110177404293,0.04061624649859944,0.013888888888888888,0.020833333333333332
596,Falaye Sacko,Mali,DEF,#3,2,2,2142,130,85,CAF,288,14,6,0.06069094304388422,0.03968253968253968,0.04861111111111111,0.020833333333333332
597,Hamari Traore,Mali,DEF,#4,3,5,2142,178,235,CAF,288,13,19,0.08309990662931839,0.10971055088702147,0.04513888888888889,0.06597222222222222
598,Molla Wague,Mali,DEF,#5,4,5,2142,209,217,CAF,288,23,16,0.09757236227824463,0.10130718954248366,0.0798611111111111,0.05555555555555555
599,Yves Bissouma,Mali,MID,#6,5,4,2142,292,171,CAF,288,18,6,0.13632119514472454,0.07983193277310924,0.0625,0.020833333333333332
600,Lassana Coulibaly,Mali,MID,#7,6,4,2142,329,185,CAF,288,17,16,0.15359477124183007,0.08636788048552754,0.059027777777777776,0.05555555555555555
601,Adama Traore,Mali,MID,#8,7,10,2142,429,445,CAF,288,35,38,0.20028011204481794,0.207749766573296,0.12152777777777778,0.13194444444444445
602,Moussa Djenepo,Mali,MID,#9,8,10,2142,480,414,CAF,288,38,30,0.22408963585434175,0.19327731092436976,0.13194444444444445,0.10416666666666667
603,Kalifa Coulibaly,Mali,ATK,#10,9,8,2142,500,358,CAF,288,49,28,0.2334267040149393,0.16713352007469653,0.1701388888888889,0.09722222222222222
604,Sekou Coita,Mali,ATK,#11,10,8,2142,582,319,CAF,288,40,21,0.27170868347338933,0.14892623716153128,0.1388888888888889,0.07291666666666667
605,Aboubacar Sawadogo,Burkina Faso,GK,#1,0,0,2007,0,0,CAF,206,0,0,0.0,0.0,0.0,0.0
