,Country,Confederation,World Rank,Attack,Defense,P,GF,GA,Clean_Sheets,WC_P,WC_GF,WC_GA,WCGS,WCR16,WCR8,WCR4,WCF,WC_Wins,iso_name,iso_alpha,iso_num,GFPG,GAPG,CS%,WC_GFPG,WC_GAPG
105,Jamaica,CONCACAF,64,0.85,0.75,2072.0,4300.0,1757.0,994.0,68.0,46.0,129.0,21.0,3.0,1.0,1.0,0.0,0.0,Jamaica,JAM,388.0,2.0752895752895753,0.847972972972973,0.4797297297297297,0.6764705882352942,1.8970588235294117
106,El Salvador,CONCACAF,74,0.6,0.6,1356.0,2624.0,1163.0,649.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,El Salvador,SLV,222.0,1.935103244837758,0.8576696165191741,0.4786135693215339,,
107,Curacao,CONCACAF,79,0.7,0.75,1809.0,3388.0,1445.0,914.0,31.0,20.0,56.0,10.0,1.0,0.0,0.0,0.0,0.0,Curaçao,CUW,531.0,1.872857932559425,0.798783858485351,0.5052515201768933,0.6451612903225806,1.8064516129032258
108,Honduras,CONCACAF,82,0.7,0.65,1735.0,3388.0,1543.0,805.0,24.0,12.0,58.0,8.0,0.0,0.0,0.0,0.0,0.0,Honduras,HND,340.0,1.9527377521613833,0.8893371757925072,0.46397694524495675,0.5,2.4166666666666665
109,Haiti,CONCACAF,90,0.68,0.68,1723.0,3169.0,1431.0,849.0,30.0,17.0,76.0,10.0,0.0,0.0,0.0,0.0,0.0,Haiti,HTI,332.0,1.8392338943702844,0.8305281485780616,0.4927452118398143,0.5666666666666667,2.533333333333333
110,Trinidad and Tobago,CONCACAF,102,0.65,0.65,1504.0,2907.0,1278.0,756.0,3.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,Trinidad and Tobago,TTO,780.0,1.9328457446808511,0.8497340425531915,0.5026595744680851,0.3333333333333333,5.666666666666667
111,Guatemala,CONCACAF,118,0.43,0.4,832.0,1450.0,746.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guatemala,GTM,320.0,1.7427884615384615,0.8966346153846154,0.4807692307692308,,
112,Antigua and Barbuda,CONCACAF,127,0.45,0.45,840.0,1564.0,720.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Antigua and Barbuda,ATG,28.0,1.861904761904762,0.8571428571428571,0.49166666666666664,,
113,Suriname,CONCACAF,141,0.45,0.42,816.0,1518.0,711.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Suriname,SUR,740.0,1.8602941176470589,0.8713235294117647,0.47671568627450983,,
114,St. Kitts and Nevis,CONCACAF,142,0.35,0.32,804.0,1233.0,896.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Kitts and Nevis,KNA,659.0,1.5335820895522387,1.1144278606965174,0.4079601990049751,,
115,Nicaragua,CONCACAF,144,0.4,0.4,816.0,1415.0,700.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nicaragua,NIC,558.0,1.7340686274509804,0.8578431372549019,0.47181372549019607,,
116,Dominican Republic,CONCACAF,155,0.4,0.35,843.0,1361.0,888.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominican Republic (the),DOM,214.0,1.6144721233689205,1.0533807829181494,0.42704626334519574,,
117,Barbados,CONCACAF,163,0.35,0.3,818.0,1188.0,1037.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Barbados,BRB,52.0,1.452322738386308,1.2677261613691932,0.3545232273838631,,
118,Bermuda,CONCACAF,167,0.3,0.3,800.0,981.0,1031.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bermuda,BMU,60.0,1.22625,1.28875,0.36375,,
119,Grenada,CONCACAF,170,0.3,0.3,800.0,1000.0,966.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Grenada,GRD,308.0,1.25,1.2075,0.36,,
120,Puerto Rico,CONCACAF,172,0.27,0.27,800.0,862.0,1117.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Puerto Rico,PRI,630.0,1.0775,1.39625,0.3175,,
121,Belize,CONCACAF,173,0.35,0.3,802.0,1035.0,990.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Belize,BLZ,84.0,1.2905236907730673,1.2344139650872819,0.3740648379052369,,
122,Guyana,CONCACAF,174,0.3,0.35,800.0,917.0,904.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Guyana,GUY,328.0,1.14625,1.13,0.37625,,
123,St. Vincent and the Grenadines,CONCACAF,175,0.25,0.3,800.0,747.0,1035.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Vincent and the Grenadines,VCT,670.0,0.93375,1.29375,0.33375,,
124,St. Lucia,CONCACAF,176,0.22,0.23,800.0,639.0,1335.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Lucia,LCA,662.0,0.79875,1.66875,0.25,,
125,Cuba,CONCACAF,177,0.5,0.55,951.0,1609.0,769.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cuba,CUB,192.0,1.6919032597266035,0.8086225026288117,0.4931650893796004,,
126,Montserrat,CONCACAF,178,0.2,0.18,800.0,576.0,1701.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Montserrat,MSR,500.0,0.72,2.12625,0.1975,,
127,Dominica,CONCACAF,184,0.2,0.2,800.0,572.0,1588.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dominica,DMA,212.0,0.715,1.985,0.20625,,
128,Cayman Islands,CONCACAF,195,0.12,0.14,800.0,378.0,2189.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cayman Islands (the),CYM,136.0,0.4725,2.73625,0.14625,,
129,Aruba,CONCACAF,200,0.14,0.16,800.0,295.0,2102.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aruba,ABW,533.0,0.36875,2.6275,0.12,,
130,Bahamas,CONCACAF,201,0.25,0.15,800.0,588.0,2259.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bahamas (the),BHS,44.0,0.735,2.82375,0.10625,,
131,Turks and Caicos Islands,CONCACAF,206,0.15,0.14,800.0,329.0,2422.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Turks and Caicos Islands (the),TCA,796.0,0.41125,3.0275,0.08125,,
132,US Virgin Islands,CONCACAF,208,0.13,0.13,800.0,342.0,2561.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virgin Islands (U.S.),VIR,850.0,0.4275,3.20125,0.075,,
133,British Virgin Islands,CONCACAF,209,0.12,0.1,800.0,266.0,3321.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Virgin Islands (British),VGB,92.0,0.3325,4.15125,0.04625,,
134,Anguilla,CONCACAF,210,0.15,0.12,800.0,316.0,2760.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Anguilla,AIA,660.0,0.395,3.45,0.0775,,
135,Brazil,CONMEBOL,1,1.85,1.7,2334.0,3580.0,1687.0,1170.0,526.0,761.0,370.0,96.0,84.0,59.0,26.0,18.0,15.0,Brazil,BRA,76.0,1.533847472150814,0.7227934875749786,0.5012853470437018,1.446768060836502,0.7034220532319392
136,Argentina,CONMEBOL,4,1.7,1.6,2290.0,3282.0,1848.0,1029.0,476.0,645.0,352.0,93.0,75.0,44.0,20.0,10.0,5.0,Argentina,ARG,32.0,1.4331877729257643,0.8069868995633188,0.4493449781659389,1.3550420168067228,0.7394957983193278
137,Uruguay,CONMEBOL,13,1.55,1.7,2309.0,3072.0,1679.0,1153.0,490.0,592.0,348.0,97.0,72.0,40.0,26.0,14.0,9.0,Uruguay,URY,858.0,1.3304460805543525,0.7271546123863144,0.4993503681247293,1.2081632653061225,0.710204081632653
138,Colombia,CONMEBOL,17,1.4,1.3,2107.0,2511.0,2131.0,801.0,278.0,294.0,263.0,64.0,40.0,16.0,5.0,4.0,2.0,Colombia,COL,170.0,1.1917418130042714,1.011390602752729,0.3801613668723303,1.0575539568345325,0.9460431654676259
139,Peru,CONMEBOL,22,1.2,1.15,1962.0,2020.0,2231.0,664.0,138.0,142.0,154.0,36.0,15.0,7.0,2.0,0.0,0.0,Peru,PER,604.0,1.0295616717635065,1.13710499490316,0.3384301732925586,1.0289855072463767,1.1159420289855073
140,Chile,CONMEBOL,29,1.2,1.25,2021.0,2089.0,2140.0,725.0,179.0,169.0,194.0,43.0,20.0,11.0,4.0,1.0,0.0,Chile,CHL,152.0,1.033646709549728,1.0588817417120238,0.3587333003463632,0.9441340782122905,1.0837988826815643
141,Ecuador,CONMEBOL,46,1.1,1.1,1871.0,1699.0,2220.0,579.0,57.0,46.0,79.0,16.0,5.0,2.0,1.0,0.0,0.0,Ecuador,ECU,218.0,0.9080705505077499,1.1865312667022982,0.3094601817210048,0.8070175438596491,1.3859649122807018
142,Paraguay,CONMEBOL,50,1.1,1.05,1887.0,1715.0,2367.0,551.0,62.0,49.0,78.0,17.0,7.0,1.0,1.0,0.0,0.0,Paraguay,PRY,600.0,0.9088500264970854,1.2543720190779015,0.29199788023317436,0.7903225806451613,1.2580645161290323
143,Venezuela,CONMEBOL,58,1.15,1.15,1952.0,1893.0,2232.0,642.0,120.0,114.0,142.0,31.0,12.0,3.0,2.0,1.0,0.0,Venezuela (Bolivarian Republic of),VEN,862.0,0.9697745901639344,1.1434426229508197,0.32889344262295084,0.95,1.1833333333333333
144,Bolivia,CONMEBOL,78,0.8,0.75,1800.0,1069.0,3203.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bolivia (Plurinational State of),BOL,68.0,0.5938888888888889,1.7794444444444444,0.17,,
145,New Zealand,OFC,101,0.65,0.65,1411.0,4001.0,825.0,895.0,21.0,9.0,46.0,7.0,0.0,0.0,0.0,0.0,0.0,New Zealand,NZL,554.0,2.83557760453579,0.5846917080085046,0.6343019135364989,0.42857142857142855,2.1904761904761907
146,Solomon Islands,OFC,137,0.45,0.3,1202.0,2662.0,1079.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Solomon Islands,SLB,90.0,2.2146422628951745,0.8976705490848585,0.478369384359401,,
147,New Caledonia,OFC,160,0.24,0.23,926.0,1027.0,1270.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Caledonia,NCL,540.0,1.1090712742980562,1.3714902807775378,0.31965442764578833,,
148,Papua New Guinea,OFC,162,0.2,0.19,885.0,897.0,1244.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Papua New Guinea,PNG,598.0,1.0135593220338983,1.4056497175141243,0.327683615819209,,
149,Tahiti,OFC,164,0.23,0.22,890.0,940.0,1241.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0561797752808988,1.3943820224719101,0.32134831460674157,,
150,Fiji,OFC,165,0.22,0.21,872.0,911.0,1236.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fiji,FJI,242.0,1.0447247706422018,1.4174311926605505,0.3038990825688073,,
151,Vanuatu,OFC,166,0.21,0.2,868.0,847.0,1318.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vanuatu,VUT,548.0,0.9758064516129032,1.5184331797235022,0.29377880184331795,,
152,American Samoa,OFC,189,0.14,0.16,808.0,543.0,1428.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,American Samoa,ASM,16.0,0.6720297029702971,1.7673267326732673,0.22400990099009901,,
153,Cook Islands,OFC,190,0.11,0.13,802.0,424.0,1828.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cook Islands (the),COK,184.0,0.5286783042394015,2.27930174563591,0.1658354114713217,,
154,Samoa,OFC,193,0.13,0.15,646.0,419.0,1007.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Samoa,WSM,882.0,0.6486068111455109,1.5588235294117647,0.28173374613003094,,
155,Tonga,OFC,199,0.12,0.14,582.0,364.0,956.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tonga,TON,776.0,0.6254295532646048,1.6426116838487972,0.29896907216494845,,
156,Belgium,UEFA,2,1.75,1.65,1534.0,3354.0,928.0,849.0,490.0,635.0,376.0,96.0,72.0,44.0,24.0,17.0,10.0,Belgium,BEL,56.0,2.1864406779661016,0.6049543676662321,0.5534550195567145,1.2959183673469388,0.7673469387755102
157,France,UEFA,3,1.9,1.85,1550.0,3644.0,774.0,958.0,542.0,728.0,343.0,98.0,86.0,53.0,31.0,16.0,8.0,France,FRA,250.0,2.350967741935484,0.4993548387096774,0.6180645161290322,1.3431734317343174,0.6328413284132841
158,England,UEFA,5,1.55,1.7,1469.0,2892.0,816.0,859.0,469.0,542.0,350.0,96.0,68.0,37.0,20.0,15.0,5.0,,,,1.9686861810755616,0.5554799183117767,0.5847515316541865,1.1556503198294243,0.746268656716418
159,Italy,UEFA,6,1.45,1.65,1467.0,2718.0,829.0,848.0,429.0,510.0,329.0,90.0,64.0,30.0,19.0,10.0,4.0,Italy,ITA,380.0,1.852760736196319,0.5650988411724608,0.578050443081118,1.1888111888111887,0.7668997668997669
160,Spain,UEFA,7,1.85,1.7,1593.0,3732.0,856.0,956.0,537.0,822.0,363.0,93.0,80.0,59.0,38.0,22.0,11.0,Spain,ESP,724.0,2.342749529190207,0.5373509102322661,0.6001255492780917,1.5307262569832403,0.6759776536312849
161,Portugal,UEFA,8,1.6,1.7,1503.0,3002.0,809.0,900.0,485.0,635.0,358.0,94.0,82.0,42.0,25.0,10.0,6.0,Portugal,PRT,620.0,1.9973386560212907,0.5382568196939455,0.5988023952095808,1.309278350515464,0.7381443298969073
162,Netherlands,UEFA,10,1.6,1.5,1570.0,3094.0,1041.0,836.0,449.0,565.0,410.0,86.0,69.0,42.0,20.0,6.0,3.0,Netherlands (the),NLD,528.0,1.9707006369426752,0.6630573248407643,0.532484076433121,1.2583518930957684,0.9131403118040089
163,Denmark,UEFA,11,1.3,1.35,1417.0,2332.0,1054.0,704.0,307.0,300.0,310.0,70.0,39.0,18.0,8.0,3.0,1.0,Denmark,DNK,208.0,1.6457304163726183,0.7438249823570925,0.49682427664079043,0.9771986970684039,1.009771986970684
164,Germany,UEFA,12,1.7,1.6,1592.0,3420.0,1020.0,858.0,453.0,577.0,365.0,88.0,64.0,41.0,25.0,16.0,7.0,Germany,DEU,276.0,2.148241206030151,0.6407035175879398,0.5389447236180904,1.2737306843267109,0.8057395143487859
165,Switzerland,UEFA,14,1.2,1.25,1354.0,2041.0,1056.0,634.0,205.0,185.0,236.0,55.0,27.0,5.0,3.0,0.0,0.0,Switzerland,CHE,756.0,1.5073855243722305,0.7799113737075333,0.46824224519940916,0.9024390243902439,1.1512195121951219
166,Croatia,UEFA,16,1.65,1.4,1667.0,3231.0,1236.0,808.0,390.0,494.0,365.0,77.0,54.0,34.0,17.0,8.0,4.0,Croatia,HRV,191.0,1.9382123575284944,0.7414517096580684,0.48470305938812236,1.2666666666666666,0.9358974358974359
167,Wales,UEFA,18,1.15,1.0,1379.0,1987.0,1357.0,559.0,74.0,63.0,108.0,21.0,9.0,2.0,0.0,0.0,0.0,,,,1.440899202320522,0.9840464104423495,0.40536620739666424,0.8513513513513513,1.4594594594594594
168,Sweden,UEFA,19,1.15,1.2,1386.0,2027.0,1139.0,641.0,151.0,136.0,174.0,40.0,18.0,4.0,1.0,1.0,0.0,Sweden,SWE,752.0,1.4624819624819625,0.8217893217893217,0.4624819624819625,0.9006622516556292,1.1523178807947019
169,Serbia,UEFA,25,1.3,1.1,1443.0,2257.0,1318.0,609.0,154.0,172.0,172.0,37.0,19.0,6.0,4.0,2.0,1.0,Serbia,SRB,688.0,1.564102564102564,0.9133749133749134,0.42203742203742206,1.1168831168831168,1.1168831168831168
170,Poland,UEFA,26,1.4,1.05,1461.0,2550.0,1375.0,627.0,159.0,157.0,187.0,40.0,18.0,7.0,2.0,0.0,0.0,Poland,POL,616.0,1.7453798767967146,0.9411362080766599,0.42915811088295686,0.9874213836477987,1.1761006289308176
171,Ukraine,UEFA,27,1.05,1.0,1410.0,1922.0,1338.0,598.0,64.0,58.0,81.0,16.0,6.0,3.0,1.0,0.0,0.0,Ukraine,UKR,804.0,1.3631205673758866,0.948936170212766,0.42411347517730497,0.90625,1.265625
172,Czechia,UEFA,33,1.05,0.95,1312.0,1775.0,1319.0,519.0,75.0,75.0,100.0,17.0,9.0,4.0,3.0,1.0,0.0,Czechia,CZE,203.0,1.3528963414634145,1.0053353658536586,0.3955792682926829,1.0,1.3333333333333333
173,Austria,UEFA,34,1.25,1.3,1434.0,2235.0,1119.0,694.0,171.0,190.0,162.0,44.0,20.0,10.0,1.0,0.0,0.0,Austria,AUT,40.0,1.5585774058577406,0.7803347280334728,0.4839609483960948,1.1111111111111112,0.9473684210526315
174,Russia,UEFA,36,1.0,1.15,1405.0,1850.0,1192.0,665.0,64.0,54.0,62.0,16.0,7.0,3.0,1.0,0.0,0.0,Russian Federation (the),RUS,643.0,1.3167259786476868,0.8483985765124555,0.47330960854092524,0.84375,0.96875
175,Scotland,UEFA,39,0.85,0.9,1161.0,1364.0,1230.0,426.0,22.0,12.0,28.0,7.0,1.0,0.0,0.0,0.0,0.0,,,,1.1748492678725238,1.0594315245478036,0.3669250645994832,0.5454545454545454,1.2727272727272727
176,Hungary,UEFA,40,0.9,0.85,1057.0,1257.0,1170.0,399.0,9.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,Hungary,HUN,348.0,1.1892147587511825,1.1069063386944182,0.37748344370860926,0.5555555555555556,0.6666666666666666
177,Norway,UEFA,41,1.25,1.05,1352.0,2214.0,1312.0,572.0,134.0,137.0,154.0,31.0,19.0,7.0,3.0,1.0,0.0,Norway,NOR,578.0,1.6375739644970415,0.9704142011834319,0.4230769230769231,1.0223880597014925,1.1492537313432836
178,Turkey,UEFA,43,1.2,1.25,1356.0,2088.0,1161.0,625.0,129.0,110.0,109.0,27.0,20.0,10.0,2.0,2.0,2.0,Turkey,TUR,792.0,1.5398230088495575,0.8561946902654868,0.4609144542772861,0.8527131782945736,0.8449612403100775
179,Slovakia,UEFA,45,1.0,1.05,1175.0,1599.0,1075.0,502.0,28.0,12.0,39.0,9.0,1.0,0.0,0.0,0.0,0.0,Slovakia,SVK,703.0,1.3608510638297873,0.9148936170212766,0.4272340425531915,0.42857142857142855,1.3928571428571428
180,Republic of Ireland,UEFA,47,0.85,1.05,1157.0,1337.0,1081.0,503.0,15.0,7.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,Ireland,IRL,372.0,1.1555747623163353,0.9343128781331028,0.4347450302506482,0.4666666666666667,1.3333333333333333
181,Romania,UEFA,48,1.0,0.95,1208.0,1643.0,1245.0,485.0,32.0,31.0,36.0,9.0,3.0,1.0,0.0,0.0,0.0,Romania,ROU,642.0,1.3600993377483444,1.0306291390728477,0.4014900662251656,0.96875,1.125
182,Northern Ireland,UEFA,54,0.85,0.95,1048.0,1215.0,1064.0,428.0,18.0,8.0,19.0,5.0,1.0,1.0,0.0,0.0,0.0,,,,1.159351145038168,1.015267175572519,0.4083969465648855,0.4444444444444444,1.0555555555555556
183,Greece,UEFA,55,0.95,0.9,1121.0,1416.0,1235.0,431.0,16.0,11.0,24.0,5.0,1.0,0.0,0.0,0.0,0.0,Greece,GRC,300.0,1.263157894736842,1.1016949152542372,0.38447814451382695,0.6875,1.5
184,Finland,UEFA,57,0.75,0.9,1139.0,1170.0,1203.0,451.0,20.0,15.0,29.0,6.0,1.0,0.0,0.0,0.0,0.0,Finland,FIN,246.0,1.0272168568920106,1.0561896400351185,0.39596136962247586,0.75,1.45
185,Bosnia and Herzegovina,UEFA,59,0.95,0.85,1116.0,1420.0,1268.0,394.0,28.0,24.0,33.0,8.0,3.0,1.0,0.0,0.0,0.0,Bosnia and Herzegovina,BIH,70.0,1.2724014336917562,1.136200716845878,0.35304659498207885,0.8571428571428571,1.1785714285714286
186,North Macedonia,UEFA,62,0.75,0.73,966.0,948.0,1258.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North Macedonia,MKD,807.0,0.9813664596273292,1.3022774327122153,0.3167701863354037,,
187,Iceland,UEFA,63,0.75,1.0,988.0,951.0,990.0,408.0,6.0,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,Iceland,ISL,352.0,0.9625506072874493,1.0020242914979758,0.41295546558704455,0.5,1.5
188,Slovenia,UEFA,65,0.8,0.95,1047.0,1213.0,1099.0,412.0,6.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,Slovenia,SVN,705.0,1.1585482330468004,1.049665711556829,0.39350525310410694,0.6666666666666666,1.6666666666666667
189,Albania,UEFA,66,0.73,0.72,965.0,949.0,1350.0,294.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,Albania,ALB,8.0,0.983419689119171,1.3989637305699483,0.30466321243523314,0.0,3.0
190,Montenegro,UEFA,70,0.8,0.8,981.0,1038.0,1202.0,343.0,9.0,6.0,13.0,2.0,1.0,1.0,0.0,0.0,0.0,Montenegro,MNE,499.0,1.0581039755351682,1.2252803261977574,0.34964322120285424,0.6666666666666666,1.4444444444444444
191,Bulgaria,UEFA,73,0.75,0.74,937.0,933.0,1304.0,285.0,3.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,Bulgaria,BGR,100.0,0.9957310565635006,1.391675560298826,0.304162219850587,0.3333333333333333,1.6666666666666667
192,Israel,UEFA,76,0.77,0.79,1018.0,1170.0,1295.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Israel,ISR,376.0,1.149312377210216,1.2721021611001964,0.3477406679764244,,
193,Georgia,UEFA,85,0.65,0.75,936.0,838.0,1227.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Georgia,GEO,268.0,0.8952991452991453,1.310897435897436,0.31303418803418803,,
194,Armenia,UEFA,92,0.62,0.55,898.0,801.0,1517.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Armenia,ARM,51.0,0.8919821826280624,1.6893095768374164,0.25278396436525613,,
195,Belarus,UEFA,93,0.75,0.73,981.0,1094.0,1345.0,316.0,3.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,Belarus,BLR,112.0,1.1151885830784913,1.3710499490316004,0.3221202854230377,1.0,2.0
196,Luxembourg,UEFA,94,0.6,0.6,912.0,640.0,1524.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luxembourg,LUX,442.0,0.7017543859649122,1.6710526315789473,0.23355263157894737,,
197,Cyprus,UEFA,105,0.55,0.5,870.0,577.0,1791.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cyprus,CYP,196.0,0.6632183908045977,2.0586206896551724,0.18045977011494252,,
198,Kosovo,UEFA,107,0.77,0.63,934.0,942.0,1528.0,230.0,6.0,3.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,Kenya,KEN,404.0,1.0085653104925054,1.6359743040685224,0.2462526766595289,0.5,2.6666666666666665
199,Estonia,UEFA,110,0.43,0.6,892.0,454.0,1551.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estonia,EST,233.0,0.5089686098654709,1.7387892376681615,0.22869955156950672,,
200,Faroe Islands,UEFA,124,0.45,0.47,894.0,524.0,2014.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Faroe Islands (the),FRO,234.0,0.5861297539149888,2.2527964205816553,0.15771812080536912,,
201,Kazakhstan,UEFA,125,0.6,0.55,900.0,679.0,1707.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jordan,JOR,400.0,0.7544444444444445,1.8966666666666667,0.18333333333333332,,
202,Azerbaijan,UEFA,129,0.48,0.5,914.0,550.0,1930.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Azerbaijan,AZE,31.0,0.6017505470459519,2.111597374179431,0.1761487964989059,,
203,Latvia,UEFA,135,0.47,0.47,900.0,508.0,1932.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Latvia,LVA,428.0,0.5644444444444444,2.1466666666666665,0.16777777777777778,,
204,Lithuania,UEFA,138,0.45,0.55,894.0,478.0,1684.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lithuania,LTU,440.0,0.5346756152125279,1.883668903803132,0.19239373601789708,,
205,Andorra,UEFA,153,0.35,0.4,920.0,410.0,2403.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andorra,AND,20.0,0.44565217391304346,2.6119565217391303,0.1282608695652174,,
206,Malta,UEFA,169,0.37,0.37,1000.0,462.0,2744.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Malta,MLT,470.0,0.462,2.744,0.087,,
207,Moldova,UEFA,180,0.32,0.32,1000.0,377.0,3059.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moldova (the Republic of),MDA,498.0,0.377,3.059,0.085,,
208,Liechtenstein,UEFA,192,0.26,0.24,1000.0,255.0,4131.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liechtenstein,LIE,438.0,0.255,4.131,0.05,,
209,Gibraltar,UEFA,203,0.3,0.32,1000.0,351.0,3046.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gibraltar,GIB,292.0,0.351,3.046,0.076,,
